Review,Liked
"O lugar era bastante limpo, mas a comida simplesmente não valia a pena.",0
Este lugar faltou estilo!!,0
"A sangria custava cerca de metade de um copo de vinho e custava US $ 12, ridículo.",0
Não se preocupe em vir aqui.,0
"A carne estava bem seca, comi o peito fatiado e a carne de porco desfiada.",0
"O prédio em si parece bem arrumado, o banheiro é bem estranho, mas eu não comeria aqui novamente.",0
Foi igualmente horrível.,0
Provavelmente não tenho pressa em voltar.,0
"muito lento para sentar, mesmo com reserva.",0
Não é bom para nenhum esforço de imaginação.,0
O molho de creme de caju estava sem graça e os vegetais mal cozidos.,0
"O molho chipotle rancho estava sem gosto, parecia ralo e diluído sem calor.",0
"Era um pouco doce demais, não era picante o suficiente e faltava sabor.",0
Fiquei MUITO decepcionado!!,0
Este lugar é horrível e muito caro.,0
"Talvez seja apenas a comida vegetariana deles, mas já estive duas vezes e achei que era, na melhor das hipóteses, mediano.",0
Não estava nada ocupado e agora sabemos o porquê.,0
As mesas do lado de fora também ficam sujas na maior parte do tempo e os trabalhadores nem sempre são simpáticos e prestativos com o cardápio.,0
"O ambiente aqui não parecia um buffet, mas mais um jardim interno idiota para chá e biscoitos.",0
Contra: serviço irregular.,0
"As batatas fritas não estavam quentes, nem meu hambúrguer.",0
Mas então eles voltaram frios.,0
"Então nossa comida saiu, e a decepção se seguiu.",0
A verdadeira decepção foi o nosso garçom.,0
Meu marido disse que ela foi muito rude. nem se desculpou pela comida ruim nem nada.,0
A única razão para comer aqui seria encher antes de uma noite de bebedeira só para colocar alguns carboidratos no estômago.,0
"Insultos, babaquices profundas e tive que sair para fumar enquanto servia apenas para solidificá-lo.",0
"Se alguém pede dois tacos, você não acha que pode fazer parte do atendimento ao cliente perguntar se é combo ou ala cart?",0
"Ela ficou bastante desapontada, embora alguma culpa deva ser atribuída à sua porta.",0
"Depois de todos os comentários elogiosos, mal podia esperar para comer aqui.",0
"Del Taco é bastante desagradável e deve ser evitado, se possível.",0
NÃO é difícil fazer um hambúrguer decente.,0
Mas eu não gosto disso.,0
"Claro que não, eu voltarei",0
Conseguimos um serviço muito melhor da pizzaria ao lado do que os serviços que recebemos deste restaurante.,0
"Não sei qual é o problema desse lugar, mas não voltarei ""vocês"".",0
"Eu imediatamente disse que queria falar com o gerente, mas não queria falar com o cara que estava dando tiros de bola de fogo atrás do bar.",0
O ambiente não é muito melhor.,0
"Infelizmente, isso apenas nos deixou desapontados com suas entradas.",0
A comida não era boa.,0
"Seus servidores são uma droga, espere, correção, nosso servidor Heimer é uma droga.",0
O que aconteceu a seguir foi bastante... desanimador.,0
"uma pena porque eu sei que é propriedade de uma família, eu realmente queria gostar deste lugar.",0
Muito caro para o que você está recebendo.,0
Vomitei no banheiro no meio do almoço.,0
"Continuei olhando a hora e logo já eram 35 minutos, mas ainda não havia comida.",0
"Estive em poucos lugares para comer aos quais em nenhuma circunstância voltaria, e este está no topo da lista.",0
Começamos com o sashimi de atum que era de cor acastanhada e obviamente não era fresco.,0
A comida estava abaixo da média.,0
"Com certeza supera os nachos do cinema, mas eu esperaria um pouco mais vindo de um restaurante.",0
"No geral, Ha Long Bay foi um fracasso.",0
"O problema que tenho é que eles cobram US$ 11,99 por um sanduíche que não é maior que um submarino do Subway (que oferece vegetais melhores e em maior quantidade).",0
"Camarão - Quando o desembrulhei (moro a apenas meia milha de Brushfire), estava literalmente gelado.",0
"Faltou sabor, parecia mal cozido e seco.",0
É realmente impressionante que o lugar não tenha fechado.,0
Eu evitaria este lugar se você estiver hospedado no Mirage.,0
Os feijões fritos que vieram com a minha refeição estavam secos e crocantes e a comida era sem graça.,0
Gaste seu dinheiro e tempo em outro lugar.,0
Uma senhora na mesa ao nosso lado encontrou uma lagarta verde viva em sua salada.,0
a apresentação da comida era horrível.,0
Eu não posso te dizer o quão decepcionado fiquei.,0
Acho que a comida deveria ter sabor e textura e faltavam ambos.,0
O apetite desapareceu instantaneamente.,0
"No geral, não fiquei impressionado e não voltaria.",0
"Toda a experiência foi nada assombrosa, e acho que iremos ao Ninja Sushi na próxima vez.",0
"Então, como se eu não tivesse desperdiçado o suficiente da minha vida ali, eles jogaram sal na ferida, prolongando o tempo que levava para entregar o cheque.",0
